freq,p_adj,unit,product,geo\TIME_PERIOD	2015 	2016 	2017 	2018 	2019 	2020 	2021 	2022 	2023 
A,NI,PCH_PRE,220000,IE	: 	-1.67 	0.27 	3.98 	2.18 	-2.03 	8.11 	30.56 	-3.38 e
A,NI,PCH_PRE,220000,IT	: 	-0.10 	1.10 	3.27 	1.53 	0.38 	7.24 	19.74 	-0.59 e
A,NI,PCH_PRE,220000,LT	: 	-0.69 	3.15 	-0.53 	-7.63 	-1.25 	18.36 	51.79 	-11.63 e
A,NI,PCH_PRE,220000,LU	: 	-1.54 	1.86 	2.58 	1.90 	-0.19 	9.50 	20.91 	-1.63 e
A,NI,PCH_PRE,220000,LV	: 	-1.72 	0.98 	4.15 	1.01 	-0.86 	6.48 	44.18 	-7.78 e
A,NI,PCH_PRE,220000,MT	: 	-0.01 	-0.36 	1.16 	1.90 	0.84 	7.49 	13.38 	2.20 e
A,NI,PCH_PRE,220000,NL	: 	-3.10 	3.10 	2.70 	0.68 	-1.45 	15.52 	34.10 	7.86 e
A,NI,PCH_PRE,220000,PL	: 	-1.96 	2.04 	3.58 	3.34 	-0.93 	12.70 	37.35 	-0.43 e
A,NI,PCH_PRE,220000,PT	: 	-0.49 	-0.34 	1.66 	0.58 	-0.17 	12.80 	27.74 	1.29 e
A,NI,PCH_PRE,220000,RO	: 	-4.84 	6.83 	5.69 	2.44 	0.64 	11.54 	29.55 	-0.17 e
A,NI,PCH_PRE,220000,SE	: 	-1.00 	2.53 	6.90 	3.04 	-2.59 	9.18 	27.86 	-3.79 e
A,NI,PCH_PRE,220000,SI	: 	-1.65 	0.83 	3.76 	2.65 	-1.40 	9.77 	26.01 	0.12 e
A,NI,PCH_PRE,220000,SK	: 	-4.66 	-0.37 	5.33 	2.15 	-3.62 	8.36 	39.84 	0.37 e
A,NI,PCH_PRE,220000,UK	: 	-2.50 	4.98 	6.30 	2.53 	1.08 f	: 	: 	: 
A,RI,I15,200000,AT	100.00 	97.16 	95.43 	97.14 	96.28 	93.85 	99.14 	113.74 	: 
A,RI,I15,200000,BE	100.00 	96.53 	97.81 	99.19 	99.75 	97.71 	108.28 	127.14 	: 
A,RI,I15,200000,BG	100.00 	98.20 	98.65 	100.12 	99.06 	94.85 	102.84 	120.06 	: 
A,RI,I15,200000,CY	100.00 	95.12 	95.83 	92.98 	95.28 	94.34 	103.85 	121.46 	: 
A,RI,I15,200000,CZ	100.00 	95.33 	94.18 	94.20 	94.34 	90.75 	93.57 	103.10 	: 
A,RI,I15,200000,DE	100.00 	96.71 	96.47 	98.75 	98.48 	97.45 	103.39 	123.76 	: 
A,RI,I15,200000,DK	100.00 	99.92 	99.51 	101.19 	101.59 	100.74 	105.98 	123.20 	: 
A,RI,I15,200000,EE	100.00 	96.63 	93.87 	94.04 	93.61 	92.38 	95.97 	105.88 	: 
A,RI,I15,200000,EL	100.00 	97.67 	99.29 	101.06 	100.52 	98.26 	105.96 	122.86 	: 
A,RI,I15,200000,ES	100.00 	96.73 	95.09 	97.04 	97.16 	94.89 	105.10 	128.65 	: 
A,RI,I15,200000,EU27_2020	100.00 	97.09 	97.24 	99.13 	99.02 	96.75 p	104.85 	125.68 	: 
A,RI,I15,200000,EU28	100.00 	97.00 	97.43 	99.54 	99.53 	: 	: 	: 	: 
A,RI,I15,200000,FI	100.00 	95.81 	96.77 	99.84 	100.65 	94.83 	105.06 	131.51 	: 
A,RI,I15,200000,FR	100.00 	96.29 	96.01 	97.40 	97.59 	94.83 	102.31 	121.57 	: 
A,RI,I15,200000,HR	100.00 	94.82 	93.12 	93.92 	93.53 	90.53 	106.23 	134.84 	: 
A,RI,I15,200000,HU	100.00 	96.76 	94.03 	96.18 	96.66 	93.68 	105.68 	137.30 	: 
A,RI,I15,200000,IE	100.00 	98.05 	98.12 	101.92 	103.28 	101.03 	107.74 	134.69 	: 
A,RI,I15,200000,IT	100.00 	99.30 	98.91 	101.37 	102.33 	102.62 	109.90 	125.31 	: 
A,RI,I15,200000,LT	100.00 	88.70 	89.05 	89.91 	85.84 	80.39 	92.39 	133.10 	: 
A,RI,I15,200000,LU	100.00 	96.17 	95.24 	96.93 	96.43 	94.27 	102.47 	122.22 	: 
A,RI,I15,200000,LV	100.00 	97.46 	95.45 	97.07 	96.06 	94.00 	96.97 	126.81 	: 
A,RI,I15,200000,MT	100.00 	98.60 	96.99 	96.95 	97.20 	97.27 	104.69 	111.55 	: 
A,RI,I15,200000,NL	100.00 	95.49 	97.53 	98.91 	96.14 	92.84 	107.57 	135.45 	: 
A,RI,I15,200000,PL	100.00 	98.15 	98.61 	100.97 	102.18 	97.48 	104.67 p	127.91 	: 
A,RI,I15,200000,PT	100.00 	98.76 	96.71 	97.22 	97.33 	97.05 	109.79 	132.04 	: 
A,RI,I15,200000,RO	100.00 	96.60 	101.20 	102.11 	100.17 	96.85 	104.50 	120.18 	: 
A,RI,I15,200000,SE	100.00 	97.09 	97.75 	102.93 	104.27 	99.23 	106.43 	130.44 	: 
A,RI,I15,200000,SI	100.00 	97.11 	95.92 	97.74 	98.43 	95.72 	105.36 	127.45 	: 
A,RI,I15,200000,SK	100.00 	95.03 	93.18 	96.46 	95.65 	89.98 	95.40 	121.29 	: 
A,RI,I15,200000,UK	100.00 	96.21 	99.05 	103.19 	104.13 	: 	: 	: 	: 
A,RI,I15,201000,AT	100.00 	99.34 	94.07 	93.44 	92.54 	92.01 	89.18 	87.06 	: 
A,RI,I15,201000,BE	100.00 	98.45 	96.87 	93.04 	90.39 	88.76 	86.89 	81.96 	: 
A,RI,I15,201000,BG	100.00 	105.09 	102.05 	101.19 	100.49 	95.32 	96.52 	98.12 	: 
A,RI,I15,201000,CY	100.00 	99.72 	93.46 	83.03 	86.17 	87.69 	88.76 	83.04 	: 
A,RI,I15,201000,CZ	100.00 	101.19 	99.42 	102.47 	103.34 	99.37 	97.48 	96.29 	: 
A,RI,I15,201000,DE	100.00 	96.91 	96.18 	95.96 	96.97 	96.69 	101.37 	109.60 	: 
A,RI,I15,201000,DK	100.00 	111.97 	108.86 	107.68 	109.13 	102.40 	106.65 	115.93 	: 
A,RI,I15,201000,EE	100.00 	96.16 	94.24 	99.81 	100.31 	100.86 	101.05 	113.39 	: 
A,RI,I15,201000,EL	100.00 	101.80 	100.16 	99.64 	99.30 	100.52 	101.36 	99.78 	: 
A,RI,I15,201000,ES	100.00 	104.96 	103.25 	104.39 	102.05 	100.38 	98.93 	94.21 	: 
A,RI,I15,201000,EU27_2020	100.00 	100.37 	99.46 	100.44 e	99.87 p	100.55 p	102.07 	103.04 	: 
A,RI,I15,201000,EU28	100.00 	100.42 	99.21 	100.31 e	99.65 p	: 	: 	: 	: 
A,RI,I15,201000,FI	100.00 	97.07 	92.48 	95.74 	98.92 	91.35 	94.58 	101.71 	: 
A,RI,I15,201000,FR	100.00 	98.42 	95.61 	93.94 	92.77 	92.33 	90.29 	89.36 	: 
A,RI,I15,201000,HR	100.00 	101.78 	104.72 	99.95 	103.10 	105.72 	110.53 	115.80 	: 
A,RI,I15,201000,HU	100.00 	98.46 	91.31 	96.18 	98.48 	98.10 	98.12 	101.88 	: 
A,RI,I15,201000,IE	100.00 	98.66 	98.44 	97.38 	104.99 	100.79 	105.60 	110.05 	: 
A,RI,I15,201000,IT	100.00 	101.60 	98.62 	99.12 	102.03 	106.89 	109.05 	114.45 	: 
A,RI,I15,201000,LT	100.00 	102.20 	91.80 	114.78 	97.94 	111.15 	116.53 	100.63 	: 
A,RI,I15,201000,LU	100.00 	104.81 	101.21 	99.79 	104.57 	103.46 	100.65 	100.77 	: 
A,RI,I15,201000,LV	100.00 	103.29 	107.59 	101.21 	107.84 	101.27 	91.78 	106.53 	: 
A,RI,I15,201000,MT	100.00 	109.03 	106.92 	107.70 	114.06 	113.87 	116.00 	114.91 	: 
A,RI,I15,201000,NL	100.00 	102.19 	110.16 	102.50 	102.19 	100.97 	109.57 	102.38 	: 
A,RI,I15,201000,PL	100.00 	103.40 	99.99 	99.38 	101.88 	100.73 	98.80 p	103.22 	: 
A,RI,I15,201000,PT	100.00 	96.42 	98.91 	104.90 	98.76 	100.34 	98.97 	99.36 	: 
A,RI,I15,201000,RO	100.00 	98.97 	98.51 	136.24 	124.72 	136.48 	126.47 	124.48 	: 
A,RI,I15,201000,SE	100.00 	97.09 	92.99 	89.14 	92.12 	93.75 	92.23 	95.55 	: 
A,RI,I15,201000,SI	100.00 	95.60 	94.30 	89.29 	96.73 	96.07 	92.74 	90.97 	: 
A,RI,I15,201000,SK	100.00 	100.07 	93.89 	88.63 	87.37 	88.69 	90.45 	95.20 	: 
A,RI,I15,201000,UK	100.00 	100.94 	96.25 	98.74 	97.09 	: 	: 	: 	: 
A,RI,I15,202000,AT	100.00 	93.10 	95.04 	100.65 	98.80 	88.50 	99.05 	127.03 	: 
A,RI,I15,202000,BE	100.00 	102.96 	119.34 	130.91 	130.32 	103.78 	130.16 	168.33 	: 
A,RI,I15,202000,BG	100.00 	91.81 	95.64 	99.92 	96.96 	85.63 	94.88 	107.35 	: 
A,RI,I15,202000,CY	100.00 	84.56 	95.16 	103.96 	107.64 	93.98 	104.85 	152.22 	: 
A,RI,I15,202000,CZ	100.00 	90.76 	93.21 	96.76 	96.01 	86.18 	92.35 	112.57 	: 
A,RI,I15,202000,DE	100.00 	92.83 	97.36 	102.60 	102.46 	95.27 	104.12 	133.78 	: 
A,RI,I15,202000,DK	100.00 	97.04 	104.31 	113.53 	115.95 	106.96 	134.09 	216.17 	: 
A,RI,I15,202000,EE	100.00 	97.04 	101.14 	107.49 	106.10 	92.78 	107.67 	147.43 	: 
A,RI,I15,202000,EL	100.00 	92.56 	103.81 	112.03 	112.04 	99.87 	114.08 	146.27 	: 
A,RI,I15,202000,ES	100.00 	88.90 	95.09 	105.55 	101.38 	82.96 	106.97 	157.38 	: 
A,RI,I15,202000,EU27_2020	100.00 	92.67 	97.96 	106.24 	104.41 p	91.85 p	108.29 	150.88 	: 
A,RI,I15,202000,EU28	100.00 	92.78 	98.31 	106.66 	105.04 p	: 	: 	: 	: 
A,RI,I15,202000,FI	100.00 	92.89 	101.12 	110.35 	112.08 	96.81 	113.11 	154.11 	: 
A,RI,I15,202000,FR	100.00 	91.98 	100.75 	112.41 	110.46 	94.48 	110.79 	148.15 	: 
A,RI,I15,202000,HR	: c	: c	: c	: c	: c	: c	: c	: c	: 
A,RI,I15,202000,HU	100.00 	92.58 	95.39 	100.62 	99.40 	91.65 	102.57 	133.36 	: 
A,RI,I15,202000,IE	100.00 	92.12 	97.71 	105.69 	104.75 	96.89 	108.99 	143.43 	: 
A,RI,I15,202000,IT	100.00 	94.99 	99.21 	107.22 	108.72 	98.64 	109.62 	157.62 	: 
A,RI,I15,202000,LT	100.00 	79.95 	85.20 	97.91 	93.84 	71.12 	92.03 	152.13 	: 
A,RI,I15,202000,LU	100.00 	88.49 	95.19 	107.52 	105.65 	86.00 	109.15 	157.81 	: 
A,RI,I15,202000,LV	100.00 	93.89 	95.56 	101.12 	99.94 	90.50 	99.77 	139.50 	: 
A,RI,I15,202000,MT	100.00 	92.31 	88.63 	88.48 	90.37 	89.37 	86.50 	82.56 	: 
A,RI,I15,202000,NL	100.00 	81.51 	88.95 	101.05 	84.99 	63.58 	132.11 	294.59 	: 
A,RI,I15,202000,PL	100.00 	94.92 	98.51 	104.24 	103.12 	93.08 	103.66 p	122.72 	: 
A,RI,I15,202000,PT	100.00 	94.17 	98.99 	106.19 	106.99 	99.15 	114.45 	148.47 	: 
A,RI,I15,202000,RO	100.00 	94.68 	91.97 	101.94 	99.97 	83.83 	96.07 	118.98 	: 
A,RI,I15,202000,SE	100.00 	98.08 	103.77 	114.16 	115.96 	102.57 	118.38 	154.79 	: 
A,RI,I15,202000,SI	100.00 	91.71 	98.34 	104.89 	101.61 	88.20 	101.34 	118.36 	: 
A,RI,I15,202000,SK	100.00 	85.18 	93.69 	123.36 	120.29 	98.92 	118.43 	189.58 	: 
A,RI,I15,202000,UK	100.00 	94.27 	103.26 	112.60 	113.92 	: 	: 	: 	: 
A,RI,I15,202100,AT	100.00 	100.13 	92.62 	91.55 	93.57 	97.63 	101.65 	103.99 	: 
A,RI,I15,202100,BE	100.00 	126.05 	133.05 	132.91 	133.41 	124.31 	137.38 	162.45 	: 
A,RI,I15,202100,BG	100.00 	101.24 	101.45 	100.90 	100.96 	102.57 	103.29 	94.96 	: 
A,RI,I15,202100,CY	100.00 	81.96 	94.17 	101.94 	111.26 	100.66 	111.13 	145.72 	: 
A,RI,I15,202100,CZ	100.00 	93.15 	89.04 	89.63 	96.66 	101.97 	100.00 	141.11 	: 
A,RI,I15,202100,DE	100.00 	100.10 	100.00 	99.52 	101.23 	104.06 	102.11 	111.37 	: 
A,RI,I15,202100,DK	100.00 	100.00 	102.50 	101.78 	101.10 	98.73 	136.36 	251.01 	: 
A,RI,I15,202100,EE	100.00 	101.23 	98.38 	105.53 	103.82 	93.52 	129.36 	214.26 	: 
A,RI,I15,202100,EL	100.00 	99.50 	97.71 	97.16 	100.79 	103.47 	114.17 	198.61 	: 
A,RI,I15,202100,ES	100.00 	90.01 	96.67 	105.26 	91.60 	74.58 	111.17 	157.88 	: 
A,RI,I15,202100,EU27_2020	100.00 	98.61 	99.66 	101.60 	100.42 p	97.45 p	111.15 	149.71 	: 
A,RI,I15,202100,EU28	100.00 	98.63 	99.84 	102.02 	101.23 p	: 	: 	: 	: 
A,RI,I15,202100,FI	100.00 	98.91 	102.88 	105.72 	114.02 	112.43 	116.73 	135.01 	: 
A,RI,I15,202100,FR	100.00 	102.79 	102.05 	101.26 	103.85 	109.46 	110.41 	111.94 	: 
A,RI,I15,202100,HR	: c	: c	: c	: c	: c	: c	: c	: c	: 
A,RI,I15,202100,HU	100.00 	93.08 	89.85 	94.20 	101.32 	101.28 	102.82 	179.13 	: 
A,RI,I15,202100,IE	100.00 	96.66 	95.43 	101.42 	103.75 	104.58 	114.84 	150.55 	: 
A,RI,I15,202100,IT	100.00 	99.40 	101.78 	105.07 	109.59 	102.91 	116.00 	224.43 	: 
A,RI,I15,202100,LT	100.00 	91.98 	87.41 	78.19 	78.26 	79.48 	92.61 	165.27 	: 
A,RI,I15,202100,LU	100.00 	97.03 	91.65 	93.97 	98.07 	107.69 	103.90 	98.09 	: 
A,RI,I15,202100,LV	100.00 	98.02 	88.48 	81.15 	86.56 	80.74 	94.94 	170.11 	: 
A,RI,I15,202100,MT	100.00 	99.11 	71.15 	69.94 	68.70 	70.29 	68.21 	72.89 	: 
A,RI,I15,202100,NL	100.00 	89.90 	87.18 	90.56 	80.92 	58.62 	122.11 	196.29 	: 
A,RI,I15,202100,PL	100.00 	98.40 	98.86 	97.78 	91.86 	98.68 	102.27 p	99.37 	: 
A,RI,I15,202100,PT	: c	: c	: c	: c	: c	: c	: c	: c	: 
A,RI,I15,202100,RO	100.00 	96.46 	97.61 	100.87 	103.60 	106.80 	121.80 	166.58 	: 
A,RI,I15,202100,SE	100.00 	102.33 	106.19 	116.72 	118.49 	103.78 	121.73 	155.31 	: 
A,RI,I15,202100,SI	100.00 	100.33 	99.26 	98.73 	99.44 	101.38 	98.51 	111.35 	: 
A,RI,I15,202100,SK	100.00 	94.20 	94.12 	107.75 	112.67 	119.55 	124.36 	220.31 	: 
A,RI,I15,202100,UK	100.00 	99.10 	102.98 	109.24 	115.10 	: 	: 	: 	: 
A,RI,I15,202200,AT	100.00 	85.47 	93.68 	107.20 	104.04 	79.10 	94.29 	164.95 	: 
A,RI,I15,202200,BE	100.00 	93.37 	119.90 	140.12 	139.61 	99.13 	142.46 	188.41 	: 
A,RI,I15,202200,BG	100.00 	87.25 	92.64 	99.82 	98.77 	101.16 	109.52 	122.49 	: 
A,RI,I15,202200,CY	100.00 	84.68 	94.86 	104.82 	97.39 	81.59 	93.83 	142.40 	: 
A,RI,I15,202200,CZ	100.00 	97.12 	98.06 	100.00 	98.70 	93.90 	98.26 	111.05 	: 
A,RI,I15,202200,DE	100.00 	89.64 	93.44 	99.71 	103.22 	93.48 	98.08 	142.88 	: 
A,RI,I15,202200,DK	100.00 	91.38 	101.71 	120.67 	125.69 	107.05 	129.25 	180.26 	: 
A,RI,I15,202200,EE	100.00 	95.17 	97.09 	100.15 	101.09 	94.54 	101.28 	144.92 	: 
A,RI,I15,202200,EL	100.00 	85.50 	104.89 	113.66 	115.67 	92.01 	109.76 	145.72 	: 
A,RI,I15,202200,EU27_2020	100.00 	86.74 	94.84 	106.29 	98.82 p	83.08 p	119.72 	235.77 	: 
A,RI,I15,202200,EU28	100.00 	87.21 	94.96 	106.05 	99.06 p	: 	: 	: 	: 
A,RI,I15,202200,FI	100.00 	87.23 	98.89 	110.81 	108.62 	84.90 	108.84 	168.93 	: 
A,RI,I15,202200,FR	100.00 	90.27 	99.23 	115.11 	113.00 	106.22 	115.64 	140.80 	: 
A,RI,I15,202200,HR	: c	: c	: c	: c	: c	: c	: c	: c	: 
A,RI,I15,202200,HU	100.00 	98.76 	96.95 	95.05 	92.82 	89.88 	95.60 	170.16 	: 
A,RI,I15,202200,IT	100.00 	97.00 	101.68 	103.71 	100.10 	93.88 	102.29 	128.46 	: 
A,RI,I15,202200,LT	100.00 	84.27 	92.86 	100.35 	98.98 	61.88 	79.79 	181.05 	: 
A,RI,I15,202200,LU	100.00 	84.83 	96.86 	113.46 	108.87 	76.28 	111.18 	183.56 	: 
A,RI,I15,202200,LV	100.00 	89.89 	91.67 	98.76 	98.87 	87.37 	75.91 	182.22 	: 
A,RI,I15,202200,NL	100.00 	72.02 	83.93 	101.53 	74.49 	49.64 	150.85 	429.14 	: 
A,RI,I15,202200,PL	100.00 	97.99 	101.62 	109.86 	108.04 	101.92 	110.08 p	184.48 	: 
A,RI,I15,202200,PT	100.00 	92.89 	102.18 	110.74 	113.70 	109.67 	121.00 	150.33 	: 
A,RI,I15,202200,RO	100.00 	97.85 	98.43 	102.13 	102.44 	93.64 	107.32 	160.44 	: 
A,RI,I15,202200,SE	100.00 	91.66 	97.65 	108.92 	110.45 	95.33 	107.16 	142.04 	: 
A,RI,I15,202200,SI	100.00 	86.27 	96.59 	109.91 	109.84 	93.33 	109.15 	133.09 	: 
A,RI,I15,202200,SK	100.00 	94.72 	94.97 	104.18 	102.51 	97.29 	93.65 	133.49 	: 
A,RI,I15,202200,UK	100.00 	96.38 	97.39 	101.54 	103.53 	: 	: 	: 	: 
A,RI,I15,202300,AT	100.00 	91.41 	95.72 	103.12 	100.11 	86.20 	98.51 	132.24 	: 
A,RI,I15,202300,BE	100.00 	82.74 	97.80 	114.10 	111.86 	76.77 	98.98 	148.56 	: 
A,RI,I15,202300,BG	100.00 	90.80 	95.24 	100.02 	96.68 	83.18 	93.60 	108.32 	: 
A,RI,I15,202300,CY	100.00 	86.57 	95.40 	106.17 	105.33 	86.26 	98.83 	168.71 	: 
A,RI,I15,202300,CZ	100.00 	89.77 	93.89 	98.19 	95.55 	81.78 	89.83 	105.00 	: 
A,RI,I15,202300,DE	100.00 	89.84 	97.45 	105.58 	102.94 	91.12 	107.78 	144.14 	: 
A,RI,I15,202300,DK	100.00 	94.79 	106.52 	124.52 	129.76 	115.32 	132.44 	185.58 	: 
A,RI,I15,202300,EE	100.00 	94.96 	105.04 	113.16 	111.28 	92.05 	100.62 	121.96 	: 
A,RI,I15,202300,EL	100.00 	91.05 	105.13 	115.29 	114.68 	99.31 	114.75 	139.14 	: 
A,RI,I15,202300,ES	100.00 	87.10 	93.62 	106.42 	110.59 	89.31 	103.98 	161.27 	: 
A,RI,I15,202300,EU27_2020	100.00 	90.54 	97.56 	108.25 	106.65 p	89.49 p	105.24 	138.15 	: 
A,RI,I15,202300,EU28	100.00 	90.69 	98.06 	108.77 	107.29 p	: 	: 	: 	: 
A,RI,I15,202300,FI	100.00 	90.09 	101.02 	114.87 	113.19 	89.63 	113.28 	166.95 	: 
A,RI,I15,202300,FR	100.00 	87.56 	100.78 	117.95 	114.43 	88.35 	112.45 	167.46 	: 
A,RI,I15,202300,HR	: c	: c	: c	: c	: c	: c	: c	: c	: 
A,RI,I15,202300,HU	100.00 	90.89 	96.07 	103.36 	100.77 	90.15 	104.00 	114.12 	: 
A,RI,I15,202300,IE	100.00 	90.26 	98.16 	107.16 	105.11 	94.10 	107.29 	143.14 	: 
A,RI,I15,202300,IT	100.00 	87.79 	95.26 	106.93 	108.43 	90.97 	106.00 	145.10 	: 
A,RI,I15,202300,LT	100.00 	76.31 	83.38 	102.16 	96.65 	70.52 	93.90 	144.12 	: 
A,RI,I15,202300,LU	100.00 	84.51 	96.84 	113.84 	109.19 	75.89 	111.60 	185.69 	: 
A,RI,I15,202300,LV	100.00 	93.58 	98.32 	107.11 	103.84 	93.81 	106.00 	122.26 	: 
A,RI,I15,202300,MT	100.00 	91.36 	91.06 	91.07 	93.41 	92.03 	89.05 	83.91 	: 
A,RI,I15,202300,NL	100.00 	92.10 	98.52 	106.68 	105.69 	91.81 	106.56 	131.29 	: 
A,RI,I15,202300,PL	100.00 	93.40 	97.81 	104.82 	104.97 	89.96 	102.92 p	116.95 	: 
A,RI,I15,202300,PT	100.00 	91.92 	100.13 	109.85 	111.24 	99.55 	119.25 	157.73 	: 
A,RI,I15,202300,RO	100.00 	94.38 	91.07 	102.08 	99.45 	80.55 	92.50 	111.75 	: 
A,RI,I15,202300,SE	100.00 	96.90 	103.57 	113.68 	115.50 	103.22 	118.47 	156.78 	: 
A,RI,I15,202300,SI	100.00 	91.33 	98.43 	104.76 	100.68 	85.78 	100.58 	118.35 	: 
A,RI,I15,202300,SK	100.00 	79.64 	91.80 	133.17 	126.30 	91.12 	119.03 	187.80 	: 
A,RI,I15,202300,UK	100.00 	92.55 	104.12 	115.06 	114.94 	: 	: 	: 	: 
A,RI,I15,202400,BE	100.00 	93.07 	100.73 	107.92 	104.99 	104.95 	104.25 	123.00 	: 
A,RI,I15,202400,BG	100.00 	100.53 	96.34 	94.46 	93.25 	92.31 	92.41 	90.84 	: 
A,RI,I15,202400,CY	100.00 	98.34 	105.69 	107.55 	105.58 	105.93 	104.13 	109.87 	: 
A,RI,I15,202400,CZ	: c	: c	: c	: c	: c	: c	: c	: c	: 
A,RI,I15,202400,DE	100.00 	100.50 	99.31 	98.94 	100.57 	99.43 	99.08 	97.64 	: 
A,RI,I15,202400,EE	100.00 	99.09 	93.83 	92.94 	91.63 	91.86 	91.60 	91.91 	: 
A,RI,I15,202400,EL	100.00 	99.17 	98.23 	97.47 	97.05 	97.99 	97.47 	89.97 	: 
A,RI,I15,202400,ES	100.00 	99.94 	96.96 	96.56 	95.15 	94.60 	97.25 	101.62 	: 
A,RI,I15,202400,EU27_2020	100.00 	100.09 	100.79 	104.74 	103.61 p	100.89 p	104.35 	111.21 	: 
A,RI,I15,202400,EU28	100.00 	100.09 	100.79 	104.74 	103.61 p	: 	: 	: 	: 
A,RI,I15,202400,FI	100.00 	98.82 	96.50 	96.40 	96.85 	96.36 	97.48 	100.37 	: 
A,RI,I15,202400,FR	100.00 	99.55 	97.30 	94.17 	92.05 	91.68 	91.20 	90.83 	: 
A,RI,I15,202400,HR	: c	: c	: c	: c	: c	: c	: c	: c	: 
A,RI,I15,202400,HU	100.00 	99.65 	97.43 	98.36 	100.49 	99.96 	123.82 	183.72 	: 
A,RI,I15,202400,IE	100.00 	100.96 	103.70 	103.37 	104.00 	103.67 	105.36 	101.51 	: 
A,RI,I15,202400,IT	100.00 	101.20 	102.57 	109.56 	108.82 	105.92 	109.43 	116.64 	: 
A,RI,I15,202400,LT	100.00 	102.10 	100.11 	108.67 	111.44 	119.02 	97.03 	191.52 	: 
A,RI,I15,202400,NL	100.00 	90.20 	109.96 	127.45 	107.87 	75.64 	114.20 	152.30 	: 
A,RI,I15,202400,PL	100.00 	99.77 	99.10 	99.13 	98.50 	96.81 	95.67 p	97.16 	: 
A,RI,I15,202400,PT	100.00 	96.11 	92.30 	90.67 	90.96 	83.53 	84.05 	92.76 	: 
A,RI,I15,202400,RO	100.00 	94.16 	93.46 	100.60 	101.40 	100.53 	106.82 	138.11 	: 
A,RI,I15,202400,SI	100.00 	100.15 	99.72 	103.24 	101.52 	101.80 	99.76 	91.25 	: 
A,RI,I15,202400,SK	100.00 	82.70 	113.90 	121.16 	119.91 	91.39 	130.44 	161.66 	: 
A,RI,I15,203000,AT	100.00 	87.45 	77.12 	79.78 	85.53 	77.90 	97.61 	177.75 	: 
A,RI,I15,203000,BE	100.00 	85.94 	82.26 	83.89 	83.14 	74.96 	111.86 	185.71 	: 
A,RI,I15,203000,BG	100.00 	82.69 	78.92 	94.46 	97.06 	89.49 	123.42 	229.03 	: 
A,RI,I15,203000,CY	100.00 	104.36 	106.51 	101.95 	101.32 	89.60 	91.89 	125.66 	: 
A,RI,I15,203000,CZ	100.00 	85.00 	75.56 	74.79 	78.20 	70.47 	87.75 	143.75 	: 
A,RI,I15,203000,DE	100.00 	92.93 	89.91 	90.77 	94.79 	93.19 	99.63 	182.65 	: 
A,RI,I15,203000,DK	100.00 	89.35 	88.52 	91.67 	88.76 	81.83 	100.02 	186.70 	: 
A,RI,I15,203000,EE	100.00 	91.26 	81.20 	76.89 	78.17 	78.42 	84.76 	109.61 	: 
A,RI,I15,203000,EL	100.00 	99.62 	95.91 	95.48 	95.91 	96.65 	102.30 	143.74 	: 
A,RI,I15,203000,ES	100.00 	92.11 	86.14 	87.96 	92.84 	87.58 	108.74 	174.87 	: 
A,RI,I15,203000,EU27_2020	100.00 	90.79 	89.56 	88.42 	91.66 p	85.95 p	106.42 	184.29 	: 
A,RI,I15,203000,EU28	100.00 	89.94 	89.28 	89.07 	92.11 p	: 	: 	: 	: 
A,RI,I15,203000,FI	100.00 	85.90 	86.53 	87.34 	88.19 	80.63 	112.66 	191.01 	: 
A,RI,I15,203000,FR	100.00 	88.62 	84.98 	87.19 	89.59 	83.19 	107.80 	177.88 	: 
A,RI,I15,203000,HR	: c	: c	: c	: c	: c	: c	: c	: c	: 
A,RI,I15,203000,HU	100.00 	87.01 	79.15 	79.84 	83.32 	73.62 	110.38 	245.59 	: 
A,RI,I15,203000,IE	100.00 	86.36 	81.39 	85.67 	89.33 	80.36 	98.22 	202.55 	: 
A,RI,I15,203000,IT	100.00 	94.09 	90.92 	91.22 	91.67 	89.90 	106.76 	160.51 	: 
A,RI,I15,203000,LT	100.00 	79.25 	77.10 	76.02 	78.30 	74.17 	98.33 	199.41 	: 
A,RI,I15,203000,LU	100.00 	76.94 	76.04 	77.50 	82.45 	70.85 	113.02 	227.88 	: 
A,RI,I15,203000,LV	100.00 	93.70 	86.47 	87.48 	88.60 	86.63 	101.77 	197.09 	: 
A,RI,I15,203000,MT	100.00 	91.59 	90.52 	89.39 	88.90 	89.52 	116.11 	204.88 	: 
A,RI,I15,203000,NL	100.00 	83.41 	79.88 	82.61 	84.42 	74.51 	109.29 	195.80 	: 
A,RI,I15,203000,PL	100.00 	96.08 	92.89 	92.24 	96.48 	90.75 	104.73 p	178.31 	: 
A,RI,I15,203000,PT	100.00 	100.08 	103.06 	105.91 	107.93 	103.83 	158.29 	278.04 	: 
A,RI,I15,203000,RO	100.00 	95.43 	148.89 	94.97 	105.69 	92.49 	112.89 	170.72 	: 
A,RI,I15,203000,SE	100.00 	84.24 	84.84 	91.23 	94.17 	82.32 	121.10 	246.68 	: 
A,RI,I15,203000,SI	100.00 	88.80 	77.64 	80.91 	84.33 	78.02 	109.11 	211.53 	: 
A,RI,I15,203000,SK	100.00 	89.45 	78.80 	76.44 	81.54 	72.60 	87.78 	187.64 	: 
A,RI,I15,203000,UK	100.00 	82.01 	86.67 	95.17 	96.22 	: 	: 	: 	: 
